Title,Link,Date,Text
NATURAL COLD REMEDIES,https://vegnews.com/2009/1/natural-cold-remedies,"JANUARY 15, 2009","Now that the effectiveness of Vicks VapoRub is in question—a recent study showed that it may make kids sicker—and the cost of pharmaceuticals is on the rise, people are taking a second look at natural remedies to cure winter time illnesses. According to an Associated Press story on market trends, herbal remedy sales have climbed as people opt out of doctor visits and prescriptions due to high costs. Whole Foods Market, one of the nation’s largest sellers of supplements and herbal products, has said that they’ve experienced a spike in sales over the past several weeks. Hey, if you really want to boost your health, take your vitamins, exercise, and adopt a meat-free diet. "
AUTO INDUSTRY PLANS TO GO GREEN,https://vegnews.com/2009/1/auto-industry-plans-to-go-green,"JANUARY 15, 2009","At the annual North American International Auto Show in Detroit, glamorous gas guzzlers typically command all of the attention, but this year was different. Given the current economic climate and energy crisis, car manufacturers are realizing it’s time to re-think the business. Fledgling auto-maker General Motors is planning to shift the company into green gear by converting part of its fleet to battery-powered—its’ Chevy Volt will run on a lithium-ion battery pack and is scheduled for release in late 2010. Although the industry is depending on support from Washington to get through the financial crisis, at least it’s moving toward producing more energy-efficient cars. "
NEW HARMONY UPDATES MENU,https://vegnews.com/2009/1/new-harmony-updates-menu,"JANUARY 15, 2009","Pssst, vegetarians in Philly, listen up! Ming Chu, the owner of New Harmony Vegetarian Restaurant in The City of Brotherly Love, recently revamped the eatery’s menu, adding more meatless entrées to its already appetizing selection. The new menu now offers faux beef with peanut sauce, fried mushroom strips, and deep-fried vegan cheesecake (yum!). To celebrate Chinese New Year, the popular restaurant will be opening a brand-new VIP room complete with karaoke and veggie dim sum. Head to the soirée on an empty stomach—and warmed-up vocal cords—and ring in the New Year a second time around. "
MEAT LEACHES BONE CALCIUM,https://vegnews.com/2009/1/meat-leaches-bone-calcium,"JANUARY 12, 2009","Bring on the inevitable calcium question, meat-lovers … we dare you! Thanks to a recent study conducted by researchers from Tufts University and Northeastern University, vegetarians now have even more scientific ammo to ward off the “Where do you get your calcium?” question. Published in the Journal of Clinical Endocrinology and Metabolism, the study surveyed 171 men and women aged 50 years and older and found that increasing one’s intake of fruits and vegetables actually decreases the amount of calcium leached from the bones. When the subjects increased their consumption of meat, the body became more acidic, causing the amount of calcium excretion to increase. How’s that for an answer? "
TIM GUN PARTNERS WITH PETA,https://vegnews.com/2009/1/tim-gun-partners-with-peta,"JANUARY 12, 2009","Look out Anna Wintour, Tim Gunn has it in for ya. The former host of “Project Runway” has teamed up with PETA vice-president and rabble-rouser Dan Mathews to work the runway—minus the fur. PETA is partnering with the popular television personality to front a new video to be unveiled at New York’s Fashion Week this February in order to raise awareness of the atrocities of the fur industry. The pair will also host a forum to outline the goals and objectives of the PETA campaign. Make it work boys, make it work! "
SALMONELLA OUTBREAK,https://vegnews.com/2009/1/salmonella-outbreak,"JANUARY 11, 2009","Talk about a bunch of hard heads (and weak stomachs). Each year Americans continue to consume animal products despite the food-borne illnesses increasingly being served up with that plate of fleshy fare. According to the US Center for Disease Control, a recent outbreak of Salmonella has sickened 388 people across 42 states, sending 18 percent of them to hospitals. While the food source has not yet been identified, the CDC lists poultry, cheese, and eggs as the most common carriers of the responsible bacteria strain, known as Salmonella typhimurium. Hey, we know of a great way to avoid most food-borne diseases—go veg! "
WHITE HOUSE’S VEGGIE GARDEN,https://vegnews.com/2009/1/white-houses-veggie-garden,"JANUARY 11, 2009","The word is out that the soon-to-be-prez has everything he needs to lead a healthy lifestyle at the White House. Walter Scheib, the former executive chef at 1600 Pennsylvania Avenue, recently revealed to The New York Times a little-known fact about the most famous residence in the world—it comes complete with a rooftop garden, replete with veggies for the first family to enjoy at every meal. In addition to Obama’s rigorous workout routine, we’re glad he has the proper nourishment readily available to keep his physique in admirable form. You can stop drooling now; he’s the prez for Pete’s sake! "
NYC ASKS FOR TRANSPO DONATIONS,https://vegnews.com/2009/1/nyc-asks-for-transpo-donations,"JANUARY 11, 2009","As a response to global warming and the President-elect’s plea to increase eco-friendly jobs, New York’s Metropolitan Transportation Authority is proposing a green initiative designed to ward off further deficit. Despite the hike in fares scheduled to take place this June, the agency is banking on a new source of revenue to help fund green projects: its riders. The hope is that environmentally conscious commuters will make a (tax-deductible) donation to the cause every time they purchase a MetroCard. While the feel-good campaign has its merits, it’s hard to envision New Yorkers smiling over this proposal—or smiling over anything for that matter—in this ominous economy. "
REMEDY THROAT SPRAY,https://vegnews.com/2009/1/remedy-throat-spray,"JANUARY 10, 2009","Throat feeling kind of funky? Yeah, ours too. Just in time for the wintertime sick season, Pharmacist’s Remedy Nip-It throat spray arrived at the VNHQ, and guess what? We think it might actually work. This orange-colored elixir is loaded with vitamins B, C, and zinc, and is bolstered by the addition of echinacea. The combo cured at least one staffer’s achy throat, and might have helped ward off cooties by bolstering the immune systems of the other staffers who gave it a whirl. Next time that irritating itch rears its head, give your throat a few squirts and see if some healing magic doesn’t happen. "
INTERVIEW WITH ERICA MEIER ON LIGHTLIFE FOODS’ VEGAN LINE,https://vegnews.com/2009/1/interview-with-erica-meier-on-lightlife-foods-vegan-line,"JANUARY 10, 2009","The recent announcement that Lightlife Foods has committed to using 166,000 fewer eggs in its line and will be coming out with three new, completely vegan products this spring is some of the best news we’ve heard all year. While it’s easy to see producers of veg goods as faceless corporations, it’s important to realize the possibility for real change to take place. To find out exactly how these victories are won—and what each of us can do to help—VegNews chatted with Erica Meier, the executive director of Compassion Over Killing, who worked with Lightlife on this campaign. VegNews: How long did you work with Lightlife on this effort? Erica Meier: After we announced in December 2007 that Morningstar Farms committed to reducing its use of eggs, we immediately began reaching out to other companies, including Lightlife Foods, asking them to move in the same direction—decreasing their use of eggs and increasing their vegan options. Lightlife Foods was responsive from the get-go, and we maintained a positive relationship with the company throughout the year. VN: Morningstar Farms similarly committed to using one million fewer eggs per year beginning in 2008. Is there hope that Lightlife will decide to make a similarly large reduction? EM: Morningstar Farms offered far more items that included eggs than Lightlife, so Morningstar was in a position to decrease its egg usage by a greater amount. We’re thrilled that both companies have committed to reducing their use of eggs while also introducing three new vegan products this spring. This is a very positive movement, and we hope to see even greater reductions in egg usage in the future, as more egg-free items enter the marketplace. VN: What is the most effective way for consumers—aside from not buying animal products—to convince companies to offer more vegan options? EM: Vegans should regularly contact companies and ask them to stop using eggs and other animal products. Few people ever take the time to contact companies with courteous suggestions for improvement, so those of us who do have a far greater impact than most consumers. It’s good to be vegan, but it’s even better to be an effective vegan activist. VN: Are veg companies moving more toward veganism than they have in the past? EM: The more [that we] vegans represent ourselves in a positive and mainstream fashion, the faster that transition will take place. In the last few decades, we’ve already seen vegan eating make significant movement from the margins closer into the mainstream. Just look at the increased availability of meat-free items in grocery stores everywhere, or even the fact that cultural icons such as Oprah and Ellen are helping to make vegan eating more societally acceptable and normal. Thanks in part to the increasing media spotlight on factory-farming cruelties, in the next decade, we’re going to see vegan eating continue to rise. In order to broaden the marketability of their foods, companies like Lightlife Foods and Morningstar Farms are—and will need to continue—shifting their vegetarian product lines to vegan. VN: Can you approximate how many hens this reduction will affect? EM: It’s tough to put an exact number on it, because the ripple effects of these types of victories are difficult to tangibly measure, but more than 500 fewer hens will be exploited as a result of this one decision by Lightlife alone. "
VEGAN ACTIVISTS BELOVED BINGE,https://vegnews.com/2009/1/vegan-activists-beloved-binge,"JANUARY 10, 2009","“You can’t just be an activist if you’re going to survive long-term. I think you really need to nurture your other interests as well, so you can be a whole person,” says Vlachos. Thankfully for the animals, Vlachos’ “other interests” are interviewing people about why they eat meat, then screening the resulting documentary at colleges across the North America. Since its release in January of 2008, Seeing Through the Fence—which melds interviews with Vlachos’ family and community members, investigative footage, and expert testimony—has been shown before dozens of audiences. “I’ve screened with environmental groups and now I’ve started scheduling screenings through philosophy clubs. In some cases I’m going to be speaking in front of 75 to 100 philosophy students so I’m trying to bring it to a large, non-veg audience.” Focusing on the college-campus circuit, Gilbride leaflets while Vlachos books their next gig. Part of the attraction to working around campuses is the potential to get people going veg as early as possible. “[Students] are young and more open, and they have a long life of potential meat-eating or not-meat-eating ahead of them,” says Vlachos. "
LIPSTICK DANGERS,https://vegnews.com/2009/1/lipstick-dangers,"JANUARY 10, 2009",
PROJECT PROMOTE 2012,https://vegnews.com/2009/1/project-promote-2012,"JANUARY 9, 2009","Here at VegNews, we understand the importance of effectively promoting vegan businesses and organizations. After more than 11 years in business, we know how vital it is to get the word out about the great work you and your team are doing. This is why we’re thrilled to announce the 5th annual Project Promote program. VegNews will be awarding a one-year advertising campaign (including professional design services) to the organization our staff feels will most benefit from the exposure. The group must promote veganism to be considered, and the advertising package is valued at more than $7,000. To be considered, simply download an application and submit it by November 1. The 2012 Project Promote winner will be announced by November 15. Good luck! Download your 2012 Project Promote Application here! "
MORISSETTE GETS FIT ON VEGAN DIET,https://vegnews.com/2009/1/morissette-gets-fit-on-vegan-diet,"JANUARY 7, 2009","No, it’s not ironic that singer-songwriter Alanis Morissette has spoke out about her 20-pound weight loss after adopting a vegan diet—she’s utterly sincere. The long-locked, 34-year-old musician ditched meat and dairy after reading Dr. Joel Fuhrman’s Eat to Live—a book promoting the health benefits of a plant-based diet—to find a regime dedicated to disease prevention and weight loss. Morissette recently voiced her lifestyle change to OK! Magazine, saying “I feel like a 12-year-old! … Now I jump out of bed and have so much energy; I feel very alive.” Thanks to no longer consuming animal products, the singer shouldn’t have a problem exercising her pipes for our enjoyment. "
BUSH PROPOSES MARINE MONUMENTS,https://vegnews.com/2009/1/bush-proposes-marine-monuments,"JANUARY 7, 2009","It appears George Bush has had a change of heart regarding environmental preservation while on his way out of the Oval Office. The soon-to-be former president announced he has plans to create three marine national monuments in the Pacific Ocean to help safeguard 195,280 square miles of sprawling sea and its delicate ecosystems lush with rich marine life. Even though Bush’s last-minute eco-friendly spirit doesn’t do much to reverse his weak environmental record over the past eight years, it’s better late than never. "
JAPAN ATTEMPTS WHALE WARS TAKEDOWN,https://vegnews.com/2009/1/japan-attempts-whale-wars-takedown,"JANUARY 7, 2009","Japanese whalers have their panties in a bunch again this whaling season. The Japanese Foreign Ministry has sought help from the Australian government against whale avenger Paul Watson, founder of the Sea Shepherd Conservation Society, captain of the anti-whaling activist ship, the Steve Irwin, and star of the new reality TV show, “Whale Wars,” Japan has asked for Australia’s assistance to block the Steve Irwin from entering the country’s ports to refuel. “We’re not concerned,” Watson told The New York Times. “We’ve got a lot of Australians on our crew. There’s no way they could ban us.” Tough luck, Japan … "
DAIRY PRICES TO RISE,https://vegnews.com/2009/1/dairy-prices-to-rise,"JANUARY 5, 2009","Got milk? Maybe not much longer. The demand for milk products is about to turn sour after many years of a growing appetite for dairy. Amid the economic meltdown and credit crunch, dairy farmers are finding it harder to operate production on such a tight budget. While some consumers may enjoy today’s relatively low milk prices, costs are bound to rise if farmers are forced to scale back on production to cut costs, driving prices back up. Cross your fingers for a final jump to soy, almond, and hemp milk, all healthier and more environmentally friendly than the bovine version. "
VEG DIET PROPOSED FOR BODH GAYA,https://vegnews.com/2009/1/veg-diet-proposed-for-bodh-gaya,"JANUARY 5, 2009","For a more genuine nirvana, Tibetans for a Vegetarian Society are encouraging citizens to adopt a vegetarian diet within Bodh Gaya—the city in India where Buddha attained enlightenment—in an effort to make the holy land, well, holier. According to ancient teachings, Lord Buddha practiced non-violence toward all living beings, prompting the activist group to launch a campaign asking locals and tourists to abstain from buying, selling, or consuming any meat in the area, especially during pilgrimage tours. Cheers to stomping out uncompassionate lifestyles (and contradiction!). "
CELEBS GIVE VEG DIET A TRY,https://vegnews.com/2009/1/celebs-give-veg-diet-a-try,"JANUARY 5, 2009","It’s a new year, marking a hopeful transition period for veggie wannabes to jump on the cruelty-free bandwagon. Among them is Desperate Housewives starlet Eva Longoria, who has resolved to look fit and fabulous inside and out by giving up meat this year while fellow celebrity singer Katy Perry has revealed she wants to try vegetarianism for its health benefits. Once they discover how great the veg lifestyle is, we’re sure these two Hollywood celebs will forever choose tofu, tempeh, and seitan over chicken, fish, and steak. "
MEAT TO MEXICO HALTED,https://vegnews.com/2009/1/meat-to-mexico-halted,"JANUARY 3, 2009","Mexico’s famous chili con carne dishes will soon be served sin carne. The US Department of Agriculture is refusing to allow approximately 30 US slaughterhouses, including the country’s largest meat producer, Tyson Foods, to export meat south of the border. Halting the meat supply to Mexico will likely reduce demand for cattle, poultry, and pigs (hurray!). Authorities pulled the certifications after the slaughterhouses failed to meet sanitary and quality standard requirements three consecutive times. Looks like beans and avocados are Mexico’s newest protein… "
WHOLE GRAINS BOOST HEART HEALTH,https://vegnews.com/2009/1/whole-grains-boost-heart-health,"JANUARY 3, 2009","Thanks to new findings released by the University of Texas Health Services Center, high-protein, low-carb fad diets can now be kicked to the curb once and for all. According to the 13-year study, increasing our intake of whole grains by just one serving daily can decrease our risk of heart failure by 7 percent, while an extra serving of high-fat dairy or eggs can increase our chance of heart failure by 8 to 23 percent. For your 2009 New Year’s resolution, take one small step toward healthy eating with whole-grain bread, cereal, rice, and pasta. "
THIS WEEKS GIVEAWAY: AMY’S KITCHEN SOUP KIT,https://vegnews.com/2009/1/this-weeks-giveaway-amys-kitchen-soup-kit,"JANUARY 2, 2009","No matter what time of year it is, who doesn’t love a steamy bowl of delicious soup? Amy’s Kitchen is offering up an entire Soup Kit filled with a variety of its organic vegan soups and chili, along with an oversized soup mug. Celebrating more than 20 years in business, Amy’s is a family-run vegetarian company which prepares all of its products in small batches and never uses GMOs or hydrogenated fats. So what’s your favorite all-time soup? We want to know! One winner will be randomly chosen to win this delectable Soup Kit. "
NEW YORK’S GREEN NYE,https://vegnews.com/2008/12/new-yorks-green-nye,"DECEMBER 31, 2008","New Yorkers—and all those watching the festivities at home—will ring in 2010 with an eco-friendly celebration. The sign used to light up Times Square with the number of the new year features 9-watt LED bulbs, a vast improvement over conventional 40-watt halogen bulbs. This green switch will save approximately 36 trees, according to a representative from Countdown Entertainment. The lights were delivered to Times Square on December 16; for a week thereafter, city walkers could press pedals that would generate energy for the big countdown, which will now light up the sky without harming the earth.  "
SNOQUALMIE VINEYARDS,https://vegnews.com/2008/12/snoqualmie-vineyards,"DECEMBER 31, 2008","When we first tried Snoqualmie Vineyards 2007 Naked Riesling, we got giddy. Who knew that an understated white wine could arouse such festive feelings? And it wasn’t just because of the 12.3 percent alcohol—really. This delightful vintage bursts with flavor—apple, pear, and a hint of spice—that marries perfectly with everything from Dr. Cow cheese to a steaming bowl of creamy mashed potatoes, making it the perfect holiday table wine. We love that Snoqualmie is committed to sustainable winemaking practices, and that producing certified-organic wines is a top priority. Salute! "
PALIN THREATENS PETA WITH LAWSUIT,https://vegnews.com/2008/12/palin-threatens-peta-with-lawsuit,"DECEMBER 27, 2008","There’s apparently no room for humor in Alaska this holiday season—especially in Sarah Palin’s office. PETA president Ingrid Newkirk received a phone call from Gov. Palin’s spokesperson Bill McAllister demanding the organization remove its new interactive online game that involves throwing snowballs at Vogue Editor-in-Chief Anna Wintour, Madonna, the Olsen twins, and the former vice presidential candidate. When Newkirk asked for his name, McAllister rudely responded, “Just take the game down or you’ll read my name on the lawsuit.” Well, we know who the Grinch is this Christmas. "
NY VETS HELP DISABLED ANIMALS,https://vegnews.com/2008/12/ny-vets-help-disabled-animals,"DECEMBER 25, 2008","Out of the goodness of their hearts, two Upstate New York compassionate folks extended a helping hand to three rescued animals with missing limbs at Farm Sanctuary in Watkins Glen. Cornell University veterinarian Andrea Looney and colleague Chris Lange replaced the limbs on two crippled goats and one sheep in an effort to decrease arthritis, pain, and stress on joints. The prosthetics are made from carbon and acrylic, and will help ensure more comfortable lives for the threesome. How’s that for gift-giving? "
MEAT-SCENTED BODY SPRAY,https://vegnews.com/2008/12/meat-scented-body-spray,"DECEMBER 22, 2008","The increase in nausea within the veg community comes courtesy of Burger King’s new flame-broiled scent. That’s right. The royal mascot recently released “Flame,” a bizarre ‘eau de meat’ body spray replete with a flash site of a soft-core porn clip featuring the crowned one himself, clad in loincloth, sprawled in front of a fire on a bearskin rug, beckoning consumers to take a whiff of his manly scent (among other things!). Whopper! The campaign prompted PETA to respond with its own fragrance—“GORE: Eau de Mort! By Murder King.” The only mood Flame sets is a bad one. "
CATS BACK ON CHINESE MENU,https://vegnews.com/2008/12/cats-back-on-chinese-menu,"DECEMBER 22, 2008","Muffy meat may have been off the menu during the 2008 Beijing Olympics, but feline flesh has since snuck back into Chinese cuisine. According to the Chengdu Business Daily, 10,000 cats are eaten per day in the Guangdog providence, while 1,000 additional animals destined for the cleaver arrive daily, prompting Chinese animal advocates to unleash their claws onto the government and the province’s restaurant industry. Protestors recently took to the streets of Beijing, calling on the government to stop the inhumane treatment. As yet, no response from the catatonic government. "
FRUIT DRINKS TAINED WITH PESTICIDES,https://vegnews.com/2008/12/fruit-drinks-tained-with-pesticides,"DECEMBER 21, 2008","For all you Brits out there, quit hittin’ the bottle—the juice bottle that is. According to a new study, fruit-juice drinks sold in England contain more pesticides than anywhere else in the world. The University of Jaen in Spain studied more than 100 consumer beverages from 15 countries and found those in the UK had the highest concentrations, averaging more than 34 times the amount permitted in drinking water, with some up to 300 times. In Britain, there are no maximum recommended limits for pesticide residues in juice. “Children should not be exposed to these chemicals,“ says Georgina Downs of the UK Pesticides Campaign. “This research should act as a serious alarm bell to the soft drinks industry.“   "
PACHAURI TOUTS MEAT-FREE HOLIDAYS,https://vegnews.com/2008/12/pachauri-touts-meat-free-holidays,"DECEMBER 21, 2008","As meat-eaters everywhere nosh down this Christmas, health experts in the Philippines are advising the public to forgo the flesh this holiday season. Due to the outspoken work of Nobel Prize-winning scientist Rajendra Pachauri, who touts eating less meat to decrease health risks and fight global warming, doctors throughout the country have been echoing his ethos. For a substitute to the fat-laden seasonal indulgences, people are being encouraged to eat malunggay tree leaves, a tropical plant that provides two times more protein than milk. Eating the popular leaves, they’re told, will fight off weight-gain and other health-related issues during the typically unhealthy months of December and January.   "
OPRAH NAMED PERSON OF THE YEAR,https://vegnews.com/2008/12/oprah-named-person-of-the-year,"DECEMBER 21, 2008","As Oprah Winfrey continues her world domination, she is also bringing animal welfare and vegetarian issues to the national stage. And her compassionate work does not go unnoticed. PETA has named the media mogul its “Person of the Year” for using her talk show as a platform to discuss puppy mills and factory farms. The famous talk-show queen also experimented with a 21-day vegan diet last April in honor of her cocker spaniel, Sophie, who died at the age of 13 in March. Let’s hope prez-to-be Barack Obama—Time’s Person of the Year—makes PETA’s cut next year. "
FLESH-FREE FLIX,https://vegnews.com/2008/12/flesh-free-flix,"DECEMBER 18, 2008","Finally, the days of stereotypical kooky, 95-pound vegetarians dressed in hippie garb eating a head of lettuce will soon be over. Green Light Flix, the first fan-managed motion-picture studio, has announced it is recruiting 50,000 vegetarians and environmentalists in an effort to blend activism and entertainment while redefining the one-dimensional veg representation. Those lucky enough to be selected during recruitment will choose and promote the media that most appeals to their interests. To launch this initiative, Green Light Flix has already produced V-Day, a progressive documentary about what the world would be like in the future if everyone was vegan, slated for a 2009 release. Before we know it, every vegetarian's Netflix queue will be flooded with Green Light Flix productions—now that’s worth the $4.99 a month.  "
VEGGIE GRILL EXPANDS TO IRVINE,https://vegnews.com/2008/12/veggie-grill-expands-to-irvine,"DECEMBER 18, 2008","Calling all plant-based foodies! If you live in southern California, it’s time to indulge your taste buds at Veggie Grill’s newest location in Irvine. This “fast-casual” 2-year-old start-up, and VegNews 2008 Veggie Award winner of “Restaurant of the Year,” tempts its vegan-junk-food lovers one veggie-steak sandwich and onion ring plate at a time while also appealing to the more health-conscious crowd with portobello sandwiches, salads, and sweet potato fries. Thankfully, this cruelty-free haven serves karmically formulated fare—minus the animal byproducts—with grease that’s good for you. Its likely Veggie Grill would win in a deep fryer competition against its meat-loving rivals, but let your taste buds be the judge… "
TAXING TOXIC FOODS,https://vegnews.com/2008/12/taxing-toxic-foods,"DECEMBER 18, 2008","New York Governor David Paterson’s obesity tax proposal on sugary soft drinks has a fat chance of shrinking New Yorkers’ expanding waistlines unless meat and dairy are levied, too. Studies have shown consuming too much red meat and dairy can increase the risk of heart disease, diabetes, obesity, high blood pressure, high sugar levels, and bad cholesterol. PETA recently urged Paterson to impose a 10-cent “sin tax” on every pound of meat sold in grocery stores and restaurants in an effort to decrease health risks and save the lives of animals. Paterson’s fat tax may help close the deficit gap by $404 million a year, but waistlines are bound to widen even more.   "
STORES PULL VICK’S JERSEY,https://vegnews.com/2008/12/stores-pull-vicks-jersey,"DECEMBER 16, 2008","In response to public outcry caused by convicted animal-abuser Michael Vick, Florida-based Bealls Outlet Stores has pulled the former quarterback’s jerseys from its stores. After discovering the shirts for sale, Hannah Tostensen, director of the Humane Society of South Coastal Georgia, and Lisa Norton, president of Citizens for Humane Animal Treatment in Brunswick, sent a letter to Bealls’ corporate offices in Bradenton, Fla. asking the chain to not sell Michael Vick paraphernalia. Bealls quickly responded by pulling the jerseys from stores, saying that the items were stocked by mistake. “We are very sorry that some of our stores were carrying Michael Vick jerseys. As a company, we do not support Michael Vick in any way,” explained company spokeswoman Barbara Tucker. Apparently, Vick’s jersey number (#7) isn’t so lucky after all. "
VEG DIET BOOSTS REMISSION,https://vegnews.com/2008/12/veg-diet-boosts-remission,"DECEMBER 16, 2008","Breast-cancer survivors can be more hopeful today thanks to new information about the disease and diet. According to a just-released study in the Journal of Clinical Oncology, breast-cancer survivors cut their risk of recurrence by approximately 31 percent by consuming a diet heavy in fruits, vegetables, and fiber. Researchers found that eating plant-based foods can reduce estrogen levels in the body, a key factor in the development of breast cancer. Given the innumerable studies published over the years touting the benefits of a vegetarian diet, it’s clear that most everyone would benefit by eating more fruits and vegetables. "
MCCARTNEY CRITICIZES DALAI LAMA,https://vegnews.com/2008/12/mccartney-criticizes-dalai-lama,"DECEMBER 15, 2008","Sir Paul McCartney recently lashed out at the Dalai Lama on his controversial fleshy diet. In a letter to the spiritual leader, the former Beatle pointed out that meat-eating contributes to the suffering of animals, which goes against the Buddhist tenet of never causing harm to a sentient being. According to reports, McCartney received a polite response from the Dalai Lama saying that his doctors had suggested he eat meat for health reasons. Although we know vegetarians worldwide are thriving on a plant-based diet, the Dalai Lama eating meat seems to negate everything Buddhism stands for. "
PORTLAND’S VEGAN MINI-MALL,https://vegnews.com/2008/12/portlands-vegan-mini-mall,"DECEMBER 15, 2008","In November, when nouveau-vegetarian restaurant Nutshell closed its doors for good, Portland, Oregon, lost a bit of its vegan cool. Filling the gap left in the vegan scene, however, is the city’s über-awesome vegan mini mall. While the economic downturn has affected business at the City of Roses’ meat-free oasis, Herbivore Clothing Company, Food Fight Grocery, Scapegoat Tattoo, and Sweet Pea Baking Company are keeping the dream alive, welcoming locals and out-of-towners alike who want to support vegan-owned businesses, and get a tattoo with their cupcake. Earlier this year, we spoke with Portland’s hippest entrepreneurs about what it’s like to be retail renegades. VegNews: Your new space is huge! What does that mean for shoppers? Josh Hooten, Herbivore: We’re going to carry all the usual goods: clothing, magazines, and books, and we’ll also have a huge selection of vegan cookbooks, and AR books, as well as belts, wallets, bags, zines, patches, art, buttons, stickers, aprons, and other stuff we haven’t figured out yet. Our space is plenty big now so we can add new stock frequently! VN: You all had successful stand-alone vegan businesses before. What sparked the inspiration for this project? Lisa Higgins, Sweet Pea Baking Company: Probably Chad’s over-active imagination originally. We had all been talking about moving our businesses together for the last year or so. My bakery finally got to the point where I had to have my own retail space and kitchen, and the timing just worked out for everyone. Chad Miller, Food Fight Grocery: We were all friends and had always thought it would be nice to hang out next door to each other all day. Brian Wilson, Scapegoat Tattoo: And, I know that Chad and I were kind of unhappy in our existing location. We were down in a hole, you could only see us from one direction, and just a little past the “cool” part of Portland. And then one day, it stuck. Then BOOM! We’re looking at a building. Then, Oh dang! We have a building! CM: Plus, the idea of an AR community center seemed necessary and like it could provide a nice example to the rest of the country as to what is possible to do in other communities. VN: Why do you think Portland is the perfect place for a retail experiment like this? CM: I think it’s pretty affordable, supportive of small businesses, and there are butt-loads of vegans and people who give a crap. BW: And it has a young mindset. When I opened my shop next to Food Fight, it was because I wanted to be a part of a community, not just another tattoo shop, and not just another vegan business. It was kind of a statement. Like, hey, even our tattoos are vegan. Portland’s vegan scene is unrivaled. VN: What kind of response have you been getting from customers? JH: People are very excited. People are really happy we’re more centrally located and have more space, you can come in and wander around, hang out, sit down and relax for a while. There’s a lot more to look at! BW: Our customers are very excited for us, too. It’s a little different for Scapegoat because not all of our customers are vegan, but we’ve had a good amount of converts in our two years just from people asking us questions when they’re getting tattooed. And now they can get some post-tattoo vegan comfort food right next door to help to show that we’re not missing out on anything! Visit the world’s first vegan mini-mall at 12th and Stark, in SE Portland. "
RECYCLING PROGRAMS CUT BACK,https://vegnews.com/2008/12/recycling-programs-cut-back,"DECEMBER 12, 2008","The faltering economy has taken aim at yet another victim: the recycling industry. Cardboard, plastic, paper, and metals once garnered reasonable prices for their use in electronics, auto parts, and even books. With the word “recession” being thrown around like a football, the goods have now been deemed worthless. Recycling warehouses have been unable to sell the materials for reasonable prices, leading contractors to ship the waste to landfills. Across the country, recycling programs are cutting back or shutting down altogether, posing an environmental problem linked directly to the current economic downturn. "
LUSH DISCONTINUES HARMFUL SULFATES,https://vegnews.com/2008/12/lush-discontinues-harmful-sulfates,"DECEMBER 12, 2008","In response to customer feedback, LUSH cosmetic company has eliminated the use of sodium laurel sulfates (SLS) in the majority of its solid shampoos. The brand, known for its natural handmade products, eco-friendly packaging, and commitment to veg-friendly cosmetics, has replaced the harmful surfactant with gentler sodium coco-sulfate. SLS has been linked to numerous health issues, including eye damage, and traces of the harsh chemical have also been found in the lungs and other vital organs. LUSH says that sodium coco-sulfate can replace SLS in some products, but not all. LUSH representative Jen O’Holla said, “LUSH only uses synthetics minimally and when absolutely necessary to create an effective product.” The company continues to search for natural alternatives to replace the remaining use of SLS. "
BULGARIA SIGNS HUMANE CONTRACT,https://vegnews.com/2008/12/bulgaria-signs-humane-contract,"DECEMBER 12, 2008","Bulgaria recently became the first country in the European Union to sign a contract mandating the humane treatment of animals. Four Paws Foundation, an international non-governmental organization, joined forces with agriculture minister, Valery Tsvetanov, to protect the country’s animal population. Four Paws President Helmut Dungler signed the contract that will foster future protections, similar to the foundation’s past work. One of their most well-known projects, the operation of the Dancing Bears Park, provides land for rescued “dancing bears.” An illegal but widespread form of inhumane treatment forces bear cubs to dance on hot plates while music is played, training them to “dance” when specific music is cued. Four Paws opened the sanctuary in 2000, and continues to be a pioneer in Bulgarian animal rights. "
FACTORY FARMS’ TOXIC EMISSIONS,https://vegnews.com/2008/12/factory-farms-toxic-emissions,"DECEMBER 11, 2008","As if factory farms weren’t horrific enough, a new report outlines the environmental destruction caused by massive chicken operations throughout the US. According to the Environmental Integrity Project, a national program formed by employees of the EPA angered by the Bush administration, chicken farms in ten states last year released an estimated 481.7 million pounds of toxic ammonia emissions. The amount is particularly significant because it is more than eight times the combined total from industrial sources such as steel mills and refineries, some of the most widely known culprits of environmental destruction. At high concentrations, ammonia emissions affect air quality and can cause respiratory irritation and lung damage. The message is clearer than ever: Going veg is good for your health and the planet. "
OBAMA APPOINTS GREEN TEAM,https://vegnews.com/2008/12/obama-appoints-green-team,"DECEMBER 11, 2008","Soon-to-be-prez Barack Obama has not wasted any time pulling together an agenda for a greener future, and yesterday was no different. Mr. President-elect appointed a green quartet including Steven Chu, director of the Lawrence Berkeley National Laboratory, as Secretary of Energy; Carol Browner, who headed up the EPA under President Bill Clinton, as a new “energy czar”; Lisa Jackson, a former environmental-policy official in New Jersey, as the EPA administrator; and lastly, Los Angeles Deputy Mayor Nancy Sutley as the chairwoman of the President’s Council on Environmental Quality. Let’s hope these eco officials cement some real changes into America’s framework before it’s too late. "
